Mouse,UniqueID,DateVR,CellNum,SessionVR,SessionTypeVR,Cell,DateOF,BoxSize,Tetrode,Cluster,SessionTypeOF,SessionOF,MeanRateOF,GridScore,CoherenceOF,StabilityOF,MVL,Coverage,BorderScore,SpeedScore,FieldSpacingOF,FieldSizeOF,MeanRateOF_SpeedFilt,PeakRateOF
Beyonce,Beyonce127,11/02/2015,127,1102_opticflow_1,optic_flow_track,T2C2,11/02/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1102_5+_4+_2+_1,0.673,-0.4487,0.72,0.609,0.056,91.29,0.669,0.180994997,54.75666667,32.701,0.784,10.345
LilKim,LilKim46,11/13/2015,46,1113_opticflow_1,optic_flow_track,T2C2,11/13/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_5,1.063,-0.4639,1.073,0.889,0.111,97.22,0.711,0.100788722,72.58333333,26.725,1.221,9.848
Beyonce,Beyonce143,11/02/2015,143,1102_opticflow_1,optic_flow_track,T2C1,11/01/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1101_5+_4+_3+_2+_1,1.901,-0.4758,0.56,0.52,0.21,93.47,-0.057,0.02853155,78.47333333,30.678,1.914,7.132
Daenerys,Daenerys52,02/23/2016,52,0223_opticflow_1,optic_flow_track,T1C1,02/23/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,1.789,-0.4791,0.522,0.434,0.463,94.59,0.387,0.000201453,55.58,17.749,1.791,8.623
Christina,Christina47,08/31/2016,47,0831_opticflow_1,optic_flow_track,T2C1,08/31/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Christina\OF\databaseFiles\Christina\OF\0831_1,2.412,-0.4817,0.468,0.579,0.668,95.5,0.028,-0.080519697,58.4,20.655,2.293,8.953
Beyonce,Beyonce144,11/02/2015,144,1102_opticflow_1,optic_flow_track,T2C4,11/01/2015,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1101_5+_4+_3+_2+_1,5.718,-0.4989,0.527,0.421,0.103,93.47,0.426,0.075467397,69.46,23.819,6.049,11.651
Madonna,Madonna16,03/08/2016,16,0308_opticflow_1,optic_flow_track,T1C1,03/08/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Madonna\OF\databaseFiles\Madonna\OF\0308_2+_1,0.435,-0.5506,0.349,0.354,0.404,86.71,-0.56,0.069232611,48.7,22.053,0.39,2.904
Winehouse,Winehouse33,11/17/2015,33,1117_opticflow_1,optic_flow_track,T2C6,11/16/2015,62,2,6,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_smallbox_5+_4+_3+_2+_1,1.372,-0.5815,0.998,0.55,0.225,97.92,-1,0.058309499,42.59333333,17.823,1.777,15.238
Shakira,Shakira111,03/29/2016,111,0329_opticflow_1,optic_flow_track,T2C2,03/29/2016,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0329_4+_3+_2+_1,0.661,-0.5891,0.477,0.704,0.316,92.34,0.768,0.069237711,43.61333333,30.149,0.666,4.534
Winehouse,Winehouse22,11/16/2015,22,1116_opticflow_1,optic_flow_track,T1C1,11/16/2015,62,1,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_smallbox_5+_4+_3+_2+_1,18.874,-0.595,0.374,0.195,0.034,97.92,0.491,0.400384922,50.45666667,12.894,22.314,33.121
Shakira,Shakira83,03/18/2016,83,0318_opticflow_1,optic_flow_track,T2C4,03/18/2016,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0318_4+_3+_2+_1,1.174,-0.6141,0.887,0.779,0.397,95.35,0.577,0.048863119,64.60666667,37.264,1.241,6.501
Shakira,Shakira65,03/15/2016,65,0315_opticflow_1,optic_flow_track,T2C2,03/15/2016,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0315_6+_5+_4+_3+_2+_1,2.995,-0.6479,0.723,0.699,0.273,96.25,0.479,0.169891755,73.27,27.698,3.491,13.109
Shakira,Shakira85,03/21/2016,85,0321_opticflow_1,optic_flow_track,T1C2,03/21/2016,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0321_4+_3+_2+_1,0.989,-0.6939,0.992,0.677,0.471,95.65,0.682,0.126786174,75.21,33.127,1.18,8.114
Shakira,Shakira52,03/14/2016,52,0314_opticflow_1,optic_flow_track,T1C4,03/14/2016,91.4,1,4,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0314_lowgain_6+_5+_4+_2+_1,1.509,-0.7272,0.465,0.633,0.19,95.27,0.656,0.099285916,80.67666667,28.546,1.658,6.446
Beyonce,Beyonce128,11/02/2015,128,1102_opticflow_1,optic_flow_track,T2C3,11/02/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1102_5+_4+_2+_1,5.768,-0.7297,0.478,0.554,0.055,91.29,0.646,0.105578539,74.635,32.995,6.574,14.842
Madonna,Madonna12,03/06/2016,12,0306_opticflow_1,optic_flow_track,T1C4,03/06/2016,70,1,4,normal,Z:\Users\MCampbell\Analysis\Madonna\OF\databaseFiles\Madonna\OF\0306_2+_1,0.67,-0.7692,0.531,0.644,0.329,93.75,0.508,0.05649922,42.71333333,18.374,0.696,2.035
Bjork,Bjork64,04/21/2016,64,0421_opticflow_1,optic_flow_track,T2C1,04/21/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0421_5+_4+_3+_2+_1,1.4,-0.7701,0.385,0.486,0.17,92.57,-0.461,0.074188661,71.69666667,30.495,1.463,12.034
Fiona,Fiona41,03/04/2016,41,0304_opticflow_1,optic_flow_track,T2C1,03/04/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,1.053,-0.8903,0.629,0.382,0.134,95.24,0.676,0.21568925,57.93,19.881,1.355,6.113
Winehouse,Winehouse24,11/16/2015,24,1116_halfspeed_1,gain_manip,T1C3,11/16/2015,62,1,3,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_7+_6+_5+_4+_3+_2+_1,1.57,0.9528,0.586,0.329,0.017,97.92,0.321,NaN,NaN,NaN,1.17,10.5
Biggie,Biggie94,06/29/2017,94,0629_gainmanip_rm1_1,gain_manip,T1C1,06/29/2017,75,1,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0629_rm1_2,8.121,-0.1523,0.192,0.014,0.054,96.55,0.472,-0.054781,40.26,11.883,8.288,13.462
Biggie,Biggie48,06/29/2017,48,0629_gainmanip_rm1_1,gain_manip,T1C3,06/30/2017,75,1,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,20.389,-0.1621,0.458,0.61,0.018,96.44,0.485,0.066751,43.4166666666667,12.251,20.765,31.502
Biggie,Biggie63,06/29/2017,63,0629_gainmanip_rm1_1,gain_manip,T1C6,06/30/2017,75,1,6,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.174,0.0709,0.485,0.679,0.191,96.44,0.32,-0.010092,40.68,14.035,0.162,1.613
Biggie,Biggie64,06/29/2017,64,0629_gainmanip_rm1_1,gain_manip,T1C7,06/30/2017,75,1,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.149,0.7375,0.389,0.503,0.076,96.44,-0.074,0.03822,33.6933333333333,10.742,0.153,0.882
Biggie,Biggie65,06/29/2017,65,0629_gainmanip_rm1_1,gain_manip,T1C8,07/03/2017,75,1,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.408,0.8163,1.158,0.637,0.098,96.55,-1,0.090046,30.8333333333333,11.054,1.52,10.358
Biggie,Biggie66,06/29/2017,66,0629_gainmanip_rm1_1,gain_manip,T1C9,07/05/2017,75,1,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.19,1.0107,0.718,0.78,0.016,96.55,0.566,-0.015181,53.7866666666667,16.941,0.187,1.269
Biggie,Biggie59,06/29/2017,59,0629_gainmanip_rm1_1,gain_manip,T2C1,07/05/2017,75,2,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.634,0.9902,0.863,0.756,0.154,96.55,0.04,0.066873,31.57,11.054,0.7,5.589
Biggie,Biggie40,06/29/2017,40,0629_gainmanip_rm1_1,gain_manip,T2C2,06/29/2017,75,2,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0629_rm1_2,3.109,-0.1266,0.32,0.319,0.043,96.55,0.488,-0.0079764,52.9033333333333,18.963,3.128,4.55
Biggie,Biggie51,06/29/2017,51,0629_gainmanip_rm1_1,gain_manip,T2C3,07/05/2017,75,2,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,22.724,-0.0078,0.594,0.589,0.012,96.55,0.487,-0.030292,46.88,15.101,22.837,33.74
Biggie,Biggie60,06/29/2017,60,0629_gainmanip_rm1_1,gain_manip,T3C3,06/30/2017,75,3,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,8.187,-0.1506,0.361,0.259,0.056,96.44,0.49,-0.15786,38.99,11.054,7.958,13.546
Biggie,Biggie54,06/29/2017,54,0629_gainmanip_rm1_1,gain_manip,T4C2,07/03/2017,75,4,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.113,1.0588,1.276,0.57,0.138,96.55,0.193,0.078151,55.88,18.265,1.2,21.156
Biggie,Biggie57,06/29/2017,57,0629_gainmanip_rm1_1,gain_manip,T4C5,06/30/2017,75,4,5,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,2.086,1.4593,0.842,0.818,0.047,96.44,-0.522,0.064316,50.45,15.671,2.381,24.051
Biggie,Biggie67,06/29/2017,67,0629_gainmanip_rm1_1,gain_manip,T4C6,06/29/2017,75,4,6,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0629_rm1_2,0.418,0.3174,0.587,0.595,0.1,96.55,0.314,0.041652,58.0066666666667,17.878,0.457,3.432
Biggie,Biggie47,06/29/2017,47,0629_gainmanip_rm1_1,gain_manip,T4C7,07/05/2017,75,4,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.298,0.2012,0.244,0.329,0.124,96.55,0.432,0.02363,34.8266666666667,13.519,0.314,0.856
Biggie,Biggie68,06/29/2017,68,0629_gainmanip_rm1_1,gain_manip,T4C8,07/10/2017,75,4,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0710_rm1_1,1.713,1.177,1.275,0.873,0.207,96.67,-0.036,0.013092,44.6333333333333,12.195,1.765,12.648
Biggie,Biggie69,06/29/2017,69,0629_gainmanip_rm1_1,gain_manip,T4C9,06/30/2017,75,4,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,5.159,0.4295,0.438,0.604,0.058,96.44,0.496,0.20674,55.3866666666667,18.633,5.385,10.15
Biggie,Biggie94,06/30/2017,94,0630_gainmanip_1,gain_manip,T1C1,06/29/2017,75,1,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0629_rm1_2,8.121,-0.1523,0.192,0.014,0.054,96.55,0.472,-0.054781,40.26,11.883,8.288,13.462
Biggie,Biggie48,06/30/2017,48,0630_gainmanip_1,gain_manip,T1C3,06/30/2017,75,1,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,20.389,-0.1621,0.458,0.61,0.018,96.44,0.485,0.066751,43.4166666666667,12.251,20.765,31.502
Biggie,Biggie63,06/30/2017,63,0630_gainmanip_1,gain_manip,T1C6,06/30/2017,75,1,6,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.174,0.0709,0.485,0.679,0.191,96.44,0.32,-0.010092,40.68,14.035,0.162,1.613
Biggie,Biggie64,06/30/2017,64,0630_gainmanip_1,gain_manip,T1C7,06/30/2017,75,1,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.149,0.7375,0.389,0.503,0.076,96.44,-0.074,0.03822,33.6933333333333,10.742,0.153,0.882
Biggie,Biggie65,06/30/2017,65,0630_gainmanip_1,gain_manip,T1C8,07/03/2017,75,1,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.408,0.8163,1.158,0.637,0.098,96.55,-1,0.090046,30.8333333333333,11.054,1.52,10.358
Biggie,Biggie66,06/30/2017,66,0630_gainmanip_1,gain_manip,T1C9,07/05/2017,75,1,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.19,1.0107,0.718,0.78,0.016,96.55,0.566,-0.015181,53.7866666666667,16.941,0.187,1.269
Biggie,Biggie70,06/30/2017,70,0630_gainmanip_1,gain_manip,T1C10,06/30/2017,75,1,10,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.447,0.5761,0.53,0.688,0.059,96.44,0.181,0.093107,41.89,13.961,0.465,2.197
Biggie,Biggie59,06/30/2017,59,0630_gainmanip_1,gain_manip,T2C1,07/05/2017,75,2,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.634,0.9902,0.863,0.756,0.154,96.55,0.04,0.066873,31.57,11.054,0.7,5.589
Biggie,Biggie51,06/30/2017,51,0630_gainmanip_1,gain_manip,T2C3,07/05/2017,75,2,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,22.724,-0.0078,0.594,0.589,0.012,96.55,0.487,-0.030292,46.88,15.101,22.837,33.74
Biggie,Biggie60,06/30/2017,60,0630_gainmanip_1,gain_manip,T3C3,06/30/2017,75,3,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,8.187,-0.1506,0.361,0.259,0.056,96.44,0.49,-0.15786,38.99,11.054,7.958,13.546
Biggie,Biggie54,06/30/2017,54,0630_gainmanip_1,gain_manip,T4C2,07/03/2017,75,4,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.113,1.0588,1.276,0.57,0.138,96.55,0.193,0.078151,55.88,18.265,1.2,21.156
Biggie,Biggie57,06/30/2017,57,0630_gainmanip_1,gain_manip,T4C5,06/30/2017,75,4,5,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,2.086,1.4593,0.842,0.818,0.047,96.44,-0.522,0.064316,50.45,15.671,2.381,24.051
Biggie,Biggie47,06/30/2017,47,0630_gainmanip_1,gain_manip,T4C7,07/05/2017,75,4,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.298,0.2012,0.244,0.329,0.124,96.55,0.432,0.02363,34.8266666666667,13.519,0.314,0.856
Biggie,Biggie68,06/30/2017,68,0630_gainmanip_1,gain_manip,T4C8,07/10/2017,75,4,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0710_rm1_1,1.713,1.177,1.275,0.873,0.207,96.67,-0.036,0.013092,44.6333333333333,12.195,1.765,12.648
Biggie,Biggie69,06/30/2017,69,0630_gainmanip_1,gain_manip,T4C9,06/30/2017,75,4,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,5.159,0.4295,0.438,0.604,0.058,96.44,0.496,0.20674,55.3866666666667,18.633,5.385,10.15
Biggie,Biggie72,06/30/2017,72,0630_gainmanip_1,gain_manip,T4C10,06/30/2017,75,4,10,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.224,1.0758,0.599,0.766,0.189,96.44,-0.123,0.10461,48.2066666666667,13.519,0.244,1.865
Biggie,Biggie48,07/03/2017,48,0703_gainmanip_rm1_1,gain_manip,T1C3,06/30/2017,75,1,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,20.389,-0.1621,0.458,0.61,0.018,96.44,0.485,0.066751,43.4166666666667,12.251,20.765,31.502
Biggie,Biggie63,07/03/2017,63,0703_gainmanip_rm1_1,gain_manip,T1C6,06/30/2017,75,1,6,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.174,0.0709,0.485,0.679,0.191,96.44,0.32,-0.010092,40.68,14.035,0.162,1.613
Biggie,Biggie65,07/03/2017,65,0703_gainmanip_rm1_1,gain_manip,T1C8,07/03/2017,75,1,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.408,0.8163,1.158,0.637,0.098,96.55,-1,0.090046,30.8333333333333,11.054,1.52,10.358
Biggie,Biggie66,07/03/2017,66,0703_gainmanip_rm1_1,gain_manip,T1C9,07/05/2017,75,1,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.19,1.0107,0.718,0.78,0.016,96.55,0.566,-0.015181,53.7866666666667,16.941,0.187,1.269
Biggie,Biggie59,07/03/2017,59,0703_gainmanip_rm1_1,gain_manip,T2C1,07/05/2017,75,2,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.634,0.9902,0.863,0.756,0.154,96.55,0.04,0.066873,31.57,11.054,0.7,5.589
Biggie,Biggie51,07/03/2017,51,0703_gainmanip_rm1_1,gain_manip,T2C3,07/05/2017,75,2,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,22.724,-0.0078,0.594,0.589,0.012,96.55,0.487,-0.030292,46.88,15.101,22.837,33.74
Biggie,Biggie74,07/03/2017,74,0703_gainmanip_rm1_1,gain_manip,T3C1,07/08/2017,75,3,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0708_rm1_1,0.425,0.8501,0.937,0.837,0.059,99.56,-1,0.089588,42.0333333333333,13.648,0.45,5
Biggie,Biggie75,07/03/2017,75,0703_gainmanip_rm1_1,gain_manip,T3C2,07/03/2017,75,3,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,4.739,-0.6988,0.28,0.023,0.032,96.55,0.489,-0.021221,37.46,10.429,4.66,6.47
Biggie,Biggie76,07/03/2017,76,0703_gainmanip_rm1_1,gain_manip,T3C3,07/03/2017,75,3,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,4.189,-0.0663,0.335,0.345,0.043,96.55,0.507,-0.19632,47.3333333333333,14.66,3.867,5.7
Biggie,Biggie54,07/03/2017,54,0703_gainmanip_rm1_1,gain_manip,T4C2,07/03/2017,75,4,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.113,1.0588,1.276,0.57,0.138,96.55,0.193,0.078151,55.88,18.265,1.2,21.156
Biggie,Biggie47,07/03/2017,47,0703_gainmanip_rm1_1,gain_manip,T4C7,07/05/2017,75,4,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.298,0.2012,0.244,0.329,0.124,96.55,0.432,0.02363,34.8266666666667,13.519,0.314,0.856
Biggie,Biggie68,07/03/2017,68,0703_gainmanip_rm1_1,gain_manip,T4C8,07/10/2017,75,4,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0710_rm1_1,1.713,1.177,1.275,0.873,0.207,96.67,-0.036,0.013092,44.6333333333333,12.195,1.765,12.648
Biggie,Biggie69,07/03/2017,69,0703_gainmanip_rm1_1,gain_manip,T4C9,06/30/2017,75,4,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,5.159,0.4295,0.438,0.604,0.058,96.44,0.496,0.20674,55.3866666666667,18.633,5.385,10.15
Biggie,Biggie80,07/05/2017,80,0705_gainmanip_rm1_1,gain_manip,T1C2,07/05/2017,75,1,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.167,0.1442,0.261,0.433,0.149,96.55,-0.008,0.026545,26.2366666666667,10.429,0.166,0.563
Biggie,Biggie64,07/05/2017,64,0705_gainmanip_rm1_1,gain_manip,T1C7,06/30/2017,75,1,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,0.149,0.7375,0.389,0.503,0.076,96.44,-0.074,0.03822,33.6933333333333,10.742,0.153,0.882
Biggie,Biggie66,07/05/2017,66,0705_gainmanip_rm1_1,gain_manip,T1C9,07/05/2017,75,1,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.19,1.0107,0.718,0.78,0.016,96.55,0.566,-0.015181,53.7866666666667,16.941,0.187,1.269
Biggie,Biggie59,07/05/2017,59,0705_gainmanip_rm1_1,gain_manip,T2C1,07/05/2017,75,2,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.634,0.9902,0.863,0.756,0.154,96.55,0.04,0.066873,31.57,11.054,0.7,5.589
Biggie,Biggie51,07/05/2017,51,0705_gainmanip_rm1_1,gain_manip,T2C3,07/05/2017,75,2,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,22.724,-0.0078,0.594,0.589,0.012,96.55,0.487,-0.030292,46.88,15.101,22.837,33.74
Biggie,Biggie74,07/05/2017,74,0705_gainmanip_rm1_1,gain_manip,T3C1,07/08/2017,75,3,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0708_rm1_1,0.425,0.8501,0.937,0.837,0.059,99.56,-1,0.089588,42.0333333333333,13.648,0.45,5
Biggie,Biggie76,07/05/2017,76,0705_gainmanip_rm1_1,gain_manip,T3C3,07/03/2017,75,3,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,4.189,-0.0663,0.335,0.345,0.043,96.55,0.507,-0.19632,47.3333333333333,14.66,3.867,5.7
Biggie,Biggie81,07/05/2017,81,0705_gainmanip_rm1_1,gain_manip,T3C4,07/05/2017,75,3,4,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,1.189,1.3012,1.29,0.807,0.142,96.55,-0.325,0.057959,57.1066666666667,15.358,1.199,10.567
Biggie,Biggie82,07/05/2017,82,0705_gainmanip_rm1_1,gain_manip,T4C1,07/05/2017,75,4,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.337,0.6749,0.567,0.505,0.19,96.55,0.036,0.15595,46.8333333333333,15.726,0.358,1.514
Biggie,Biggie54,07/05/2017,54,0705_gainmanip_rm1_1,gain_manip,T4C2,07/03/2017,75,4,2,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0703_rm1_1,1.113,1.0588,1.276,0.57,0.138,96.55,0.193,0.078151,55.88,18.265,1.2,21.156
Biggie,Biggie83,07/05/2017,83,0705_gainmanip_rm1_1,gain_manip,T4C3,07/05/2017,75,4,3,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.6,0.2697,0.649,0.636,0.177,96.55,0.22,0.010542,47.4033333333333,13.961,0.615,2.149
Biggie,Biggie84,07/05/2017,84,0705_gainmanip_rm1_1,gain_manip,T4C4,07/05/2017,75,4,4,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,5.276,-0.0871,0.401,0.437,0.073,96.55,0.496,-0.10098,47.9766666666667,18.483,5.181,7.997
Biggie,Biggie47,07/05/2017,47,0705_gainmanip_rm1_1,gain_manip,T4C7,07/05/2017,75,4,7,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0705_rm1_1,0.298,0.2012,0.244,0.329,0.124,96.55,0.432,0.02363,34.8266666666667,13.519,0.314,0.856
Biggie,Biggie68,07/05/2017,68,0705_gainmanip_rm1_1,gain_manip,T4C8,07/10/2017,75,4,8,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0710_rm1_1,1.713,1.177,1.275,0.873,0.207,96.67,-0.036,0.013092,44.6333333333333,12.195,1.765,12.648
Biggie,Biggie69,07/05/2017,69,0705_gainmanip_rm1_1,gain_manip,T4C9,06/30/2017,75,4,9,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0630_rm1_1,5.159,0.4295,0.438,0.604,0.058,96.44,0.496,0.20674,55.3866666666667,18.633,5.385,10.15
Biggie,Biggie89,07/08/2017,89,0708_gainmanip_rm1_1,gain_manip,T2C1,07/08/2017,75,2,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0708_rm1_1,0.394,0.4773,0.65,0.669,0.232,99.56,0.219,0.10209,31.29,10.742,0.431,1.993
Biggie,Biggie74,07/08/2017,74,0708_gainmanip_rm1_1,gain_manip,T3C1,07/08/2017,75,3,1,,Z:\Users\MCampbell\8tetrode\Analysis\Biggie\OF\databaseFiles\Biggie\OF\0708_rm1_1,0.425,0.8501,0.937,0.837,0.059,99.56,-1,0.089588,42.0333333333333,13.648,0.45,5
